session_id,student_level,discipline,session_date,session_length_min,total_prompts,task_type,ai_assistance_level,final_outcome,used_again,satisfaction_rating
SESSION01879,High School,History,2025/06/20,14,4,Brainstorming,4,Idea Drafted,TRUE,4.5
SESSION01880,Undergraduate,Engineering,2024/08/29,10,4,Coding,4,Assignment Completed,TRUE,3.9
SESSION01881,Undergraduate,Math,2024/09/10,30,8,Writing,2,Idea Drafted,TRUE,1.6
SESSION01882,Undergraduate,Computer Science,2024/11/04,22,10,Writing,3,Assignment Completed,FALSE,2
SESSION01883,Undergraduate,Math,2025/06/14,26,5,Studying,2,Assignment Completed,TRUE,3.2
SESSION01884,Undergraduate,Engineering,2024/11/26,17,7,Writing,4,Idea Drafted,TRUE,4.8
SESSION01885,High School,History,2024/08/05,41,15,Writing,3,Gave Up,FALSE,1.4
SESSION01886,Undergraduate,Psychology,2024/12/22,13,6,Coding,2,Assignment Completed,TRUE,1.9
SESSION01887,Undergraduate,Biology,2025/01/21,23,6,Coding,2,Idea Drafted,TRUE,1
SESSION01888,Undergraduate,Engineering,2025/06/19,76,25,Homework Help,5,Idea Drafted,TRUE,4.7
SESSION01889,High School,Business,2024/07/24,16,3,Writing,4,Confused,FALSE,3.5
SESSION01890,Undergraduate,Business,2024/12/21,55,19,Homework Help,4,Gave Up,FALSE,3.7
SESSION01891,Undergraduate,Psychology,2024/06/28,18,4,Studying,2,Assignment Completed,FALSE,1.4
SESSION01892,Undergraduate,Math,2024/09/11,17,7,Writing,3,Assignment Completed,TRUE,3.6
SESSION01893,Undergraduate,Computer Science,2025/05/19,9,3,Coding,4,Assignment Completed,TRUE,4.4
SESSION01894,Undergraduate,Math,2025/06/08,18,3,Writing,5,Assignment Completed,TRUE,5
SESSION01895,Undergraduate,Biology,2025/06/11,18,3,Coding,3,Confused,TRUE,3.2
SESSION01896,Undergraduate,Biology,2024/08/26,17,6,Homework Help,4,Confused,TRUE,4.5
SESSION01897,Undergraduate,Psychology,2025/03/14,26,11,Brainstorming,4,Assignment Completed,TRUE,4.1
SESSION01898,High School,History,2024/08/02,17,4,Writing,2,Idea Drafted,TRUE,2.1
SESSION01899,Graduate,Engineering,2024/07/24,37,16,Homework Help,4,Confused,TRUE,5
SESSION01900,Undergraduate,Computer Science,2025/02/13,25,5,Brainstorming,3,Idea Drafted,TRUE,4.1
SESSION01901,Graduate,Computer Science,2024/08/26,12,3,Homework Help,4,Assignment Completed,FALSE,4.1
SESSION01902,Undergraduate,Business,2024/06/24,15,3,Studying,4,Assignment Completed,TRUE,5
SESSION01903,Undergraduate,Engineering,2024/11/18,9,2,Writing,3,Idea Drafted,TRUE,1.4
SESSION01904,Graduate,Psychology,2024/08/06,28,7,Writing,4,Idea Drafted,TRUE,3.2
SESSION01905,Undergraduate,Psychology,2024/09/17,10,3,Writing,3,Assignment Completed,TRUE,2.6
SESSION01906,Undergraduate,History,2025/04/11,19,7,Writing,5,Assignment Completed,TRUE,5
SESSION01907,Undergraduate,Math,2024/12/04,19,4,Writing,1,Confused,FALSE,1.5
SESSION01908,High School,Biology,2024/09/24,8,1,Brainstorming,3,Confused,FALSE,3.4
SESSION01909,Undergraduate,Business,2025/05/10,7,2,Writing,5,Idea Drafted,FALSE,5
SESSION01910,High School,Biology,2025/01/09,8,2,Homework Help,5,Assignment Completed,TRUE,4.5
SESSION01911,High School,Engineering,2025/03/11,20,6,Coding,3,Idea Drafted,TRUE,3.5
SESSION01912,High School,Psychology,2024/10/25,51,21,Writing,1,Idea Drafted,FALSE,1
SESSION01913,Graduate,Biology,2024/08/14,5,1,Coding,3,Assignment Completed,TRUE,4.5
SESSION01914,High School,Business,2024/12/22,36,7,Coding,5,Assignment Completed,TRUE,5
SESSION01915,Undergraduate,Computer Science,2025/01/02,8,3,Coding,5,Assignment Completed,TRUE,5
SESSION01916,Graduate,Engineering,2025/01/22,8,3,Writing,5,Idea Drafted,TRUE,3.6
SESSION01917,Undergraduate,Biology,2025/02/01,24,10,Writing,5,Idea Drafted,TRUE,3.9
SESSION01918,High School,History,2024/11/04,4,1,Coding,4,Gave Up,FALSE,4.4
SESSION01919,Undergraduate,Biology,2024/11/17,12,2,Studying,4,Assignment Completed,TRUE,4.1
SESSION01920,Undergraduate,Engineering,2024/08/10,40,8,Writing,3,Gave Up,TRUE,3.5
SESSION01921,Undergraduate,Business,2024/09/05,20,4,Coding,4,Assignment Completed,TRUE,5
SESSION01922,High School,History,2024/09/16,18,6,Studying,4,Confused,FALSE,4.2
SESSION01923,Undergraduate,Computer Science,2024/12/14,11,2,Writing,5,Idea Drafted,TRUE,4.9
SESSION01924,High School,Computer Science,2024/07/22,30,7,Writing,4,Idea Drafted,FALSE,4.1
SESSION01925,Undergraduate,Biology,2025/06/05,20,5,Writing,3,Assignment Completed,FALSE,2.6
SESSION01926,High School,Biology,2025/03/10,16,3,Writing,4,Idea Drafted,TRUE,3.5
SESSION01927,High School,Biology,2025/01/21,44,12,Writing,2,Assignment Completed,TRUE,1
SESSION01928,Undergraduate,Psychology,2024/10/17,19,4,Homework Help,5,Assignment Completed,TRUE,4.2
SESSION01929,Undergraduate,Business,2024/10/21,19,5,Writing,2,Idea Drafted,TRUE,1.5
SESSION01930,Undergraduate,Math,2024/10/04,28,8,Studying,3,Confused,FALSE,1.7
SESSION01931,High School,Computer Science,2025/02/09,24,6,Studying,2,Confused,FALSE,1.3
SESSION01932,Undergraduate,Business,2024/07/13,19,3,Studying,5,Assignment Completed,TRUE,4.9
SESSION01933,Undergraduate,Biology,2025/04/01,10,3,Writing,3,Gave Up,TRUE,4
SESSION01934,High School,Biology,2024/08/28,4,1,Homework Help,4,Gave Up,TRUE,4
SESSION01935,Undergraduate,Biology,2025/05/25,7,2,Writing,1,Assignment Completed,FALSE,1.3
SESSION01936,High School,Math,2025/02/03,8,2,Studying,4,Idea Drafted,TRUE,4.2
SESSION01937,High School,History,2024/10/27,11,2,Research,4,Assignment Completed,FALSE,4.5
SESSION01938,Graduate,Psychology,2024/07/12,19,5,Studying,5,Assignment Completed,TRUE,3.5
SESSION01939,High School,Engineering,2024/08/17,15,4,Writing,3,Assignment Completed,TRUE,3.2
SESSION01940,High School,History,2025/05/25,24,10,Studying,3,Idea Drafted,TRUE,2.4
SESSION01941,Undergraduate,Engineering,2024/11/24,7,2,Studying,4,Assignment Completed,FALSE,3.8
SESSION01942,Undergraduate,Business,2024/10/16,36,9,Writing,4,Assignment Completed,TRUE,5
SESSION01943,Undergraduate,Biology,2025/01/08,8,1,Coding,1,Assignment Completed,TRUE,1.4
SESSION01944,Undergraduate,Psychology,2024/07/10,9,1,Coding,3,Assignment Completed,TRUE,3.7
SESSION01945,High School,Psychology,2025/05/07,6,2,Coding,4,Idea Drafted,TRUE,2.9
SESSION01946,High School,History,2024/07/30,21,5,Studying,3,Confused,FALSE,3.2
SESSION01947,Graduate,Business,2024/12/08,11,3,Writing,3,Idea Drafted,FALSE,3.3
SESSION01948,Undergraduate,Biology,2024/10/08,3,1,Coding,3,Confused,FALSE,2.3
SESSION01949,Graduate,Engineering,2024/10/12,24,5,Coding,1,Assignment Completed,TRUE,1
SESSION01950,High School,Biology,2024/07/14,10,4,Studying,4,Assignment Completed,FALSE,3.4
SESSION01951,Undergraduate,Math,2024/09/23,17,6,Research,5,Assignment Completed,TRUE,4.2
SESSION01952,Graduate,Biology,2024/12/16,21,4,Writing,4,Idea Drafted,FALSE,4.4
SESSION01953,Undergraduate,Engineering,2024/09/11,12,4,Writing,4,Idea Drafted,TRUE,4.1
SESSION01954,High School,History,2025/03/15,24,6,Writing,4,Idea Drafted,TRUE,3.7
SESSION01955,Graduate,History,2024/09/29,29,14,Coding,5,Assignment Completed,FALSE,4
SESSION01956,Undergraduate,Math,2025/05/13,11,4,Writing,3,Gave Up,FALSE,2.7
SESSION01957,Undergraduate,Biology,2024/08/02,29,7,Writing,3,Idea Drafted,TRUE,3
SESSION01958,Undergraduate,Business,2024/11/25,22,4,Studying,2,Assignment Completed,TRUE,2.2
SESSION01959,Undergraduate,Psychology,2024/12/23,39,8,Writing,2,Assignment Completed,TRUE,1.4
SESSION01960,Undergraduate,Math,2025/01/17,33,11,Coding,5,Idea Drafted,TRUE,5
SESSION01961,High School,Psychology,2024/08/05,6,1,Coding,4,Assignment Completed,TRUE,1.7
SESSION01962,Undergraduate,Biology,2025/06/19,7,1,Research,4,Idea Drafted,FALSE,2.6
SESSION01963,Undergraduate,Psychology,2024/08/18,42,15,Homework Help,3,Idea Drafted,TRUE,3.6
SESSION01964,Undergraduate,Engineering,2025/06/10,24,5,Studying,3,Confused,FALSE,3.1
SESSION01965,Undergraduate,Engineering,2024/12/20,8,3,Research,5,Assignment Completed,TRUE,5
SESSION01966,High School,Psychology,2025/04/07,9,2,Coding,3,Idea Drafted,TRUE,3.3
SESSION01967,Undergraduate,Math,2025/04/27,14,3,Writing,3,Assignment Completed,TRUE,3.3
SESSION01968,Undergraduate,Math,2025/01/04,14,3,Homework Help,3,Assignment Completed,FALSE,3.4
SESSION01969,Undergraduate,History,2025/03/10,21,7,Coding,5,Gave Up,FALSE,5
SESSION01970,Graduate,History,2025/01/09,29,12,Writing,5,Idea Drafted,TRUE,4.8
SESSION01971,Undergraduate,History,2024/08/29,20,5,Writing,4,Assignment Completed,TRUE,3.1
SESSION01972,Undergraduate,History,2025/06/14,50,18,Coding,4,Idea Drafted,TRUE,4.1
SESSION01973,High School,Business,2024/09/04,17,6,Studying,3,Idea Drafted,TRUE,4.8
SESSION01974,Undergraduate,Engineering,2024/07/23,23,4,Coding,3,Assignment Completed,TRUE,2.3
SESSION01975,Graduate,Engineering,2024/06/29,18,4,Research,4,Assignment Completed,TRUE,5
SESSION01976,Undergraduate,Math,2025/05/13,12,2,Writing,5,Idea Drafted,TRUE,5
SESSION01977,Undergraduate,Engineering,2024/08/25,4,1,Writing,3,Assignment Completed,TRUE,1.7
SESSION01978,Graduate,Psychology,2025/02/27,21,5,Research,4,Idea Drafted,TRUE,3.7
SESSION01979,High School,Engineering,2024/07/29,28,5,Writing,4,Assignment Completed,FALSE,3
SESSION01980,High School,Engineering,2025/05/31,15,6,Writing,3,Assignment Completed,TRUE,5
SESSION01981,Undergraduate,Computer Science,2024/12/31,25,6,Homework Help,3,Assignment Completed,TRUE,2.4
SESSION01982,Undergraduate,Business,2025/06/06,41,10,Homework Help,5,Assignment Completed,TRUE,5
SESSION01983,Undergraduate,History,2025/05/08,34,9,Homework Help,3,Gave Up,FALSE,5
SESSION01984,Undergraduate,Math,2025/02/07,42,20,Research,3,Idea Drafted,TRUE,3.3
SESSION01985,High School,Business,2025/01/18,14,6,Studying,3,Idea Drafted,TRUE,3.5
SESSION01986,High School,Psychology,2025/05/11,59,20,Writing,2,Idea Drafted,TRUE,1.9
SESSION01987,Undergraduate,Engineering,2024/09/02,18,6,Studying,4,Idea Drafted,TRUE,4
SESSION01988,High School,Psychology,2024/08/02,26,9,Coding,5,Assignment Completed,FALSE,3.8
SESSION01989,Graduate,Engineering,2025/02/22,8,2,Studying,5,Gave Up,TRUE,5
SESSION01990,Undergraduate,Biology,2024/09/07,18,3,Homework Help,3,Assignment Completed,FALSE,2.5
SESSION01991,Undergraduate,History,2024/10/03,21,5,Homework Help,4,Idea Drafted,TRUE,2.5
SESSION01992,Undergraduate,Math,2025/01/11,15,3,Homework Help,5,Assignment Completed,TRUE,5
SESSION01993,Undergraduate,Engineering,2025/06/20,9,4,Writing,4,Idea Drafted,TRUE,3.9
SESSION01994,Undergraduate,History,2024/12/04,13,3,Writing,3,Assignment Completed,TRUE,3.9
SESSION01995,Undergraduate,Biology,2024/08/29,15,4,Coding,3,Assignment Completed,TRUE,5
SESSION01996,Graduate,Biology,2025/02/01,21,5,Coding,3,Assignment Completed,FALSE,3.9
SESSION01997,Undergraduate,Computer Science,2025/01/22,15,3,Studying,5,Confused,FALSE,5
SESSION01998,Undergraduate,History,2024/11/03,27,7,Homework Help,4,Assignment Completed,TRUE,4.3
SESSION01999,Graduate,Engineering,2025/04/05,36,10,Writing,4,Gave Up,FALSE,3.9
SESSION02000,Undergraduate,Math,2025/05/12,17,3,Writing,4,Confused,FALSE,5
SESSION02001,Undergraduate,Biology,2024/12/31,18,3,Studying,5,Assignment Completed,TRUE,5
SESSION02002,Undergraduate,Business,2025/04/24,82,38,Studying,4,Confused,FALSE,4.9
SESSION02003,Undergraduate,Engineering,2025/04/03,13,3,Coding,5,Assignment Completed,TRUE,4.2
SESSION02004,Undergraduate,History,2025/03/17,16,3,Brainstorming,3,Idea Drafted,TRUE,2.6
SESSION02005,Undergraduate,Computer Science,2025/02/14,6,1,Coding,3,Idea Drafted,TRUE,1.5
SESSION02006,High School,History,2024/12/11,9,2,Homework Help,5,Assignment Completed,TRUE,5
SESSION02007,Undergraduate,Business,2024/09/22,5,2,Coding,4,Assignment Completed,TRUE,3.2
SESSION02008,Undergraduate,Engineering,2025/04/14,17,4,Studying,3,Idea Drafted,TRUE,2.6
SESSION02009,Undergraduate,Computer Science,2024/12/06,14,2,Writing,3,Assignment Completed,TRUE,2.4
SESSION02010,High School,Biology,2025/05/26,7,1,Writing,3,Gave Up,TRUE,1.1
SESSION02011,Undergraduate,History,2025/05/10,12,3,Homework Help,2,Assignment Completed,TRUE,2.3
SESSION02012,Undergraduate,Computer Science,2024/09/21,10,4,Writing,4,Idea Drafted,TRUE,4.2
SESSION02013,Undergraduate,Business,2025/05/29,17,6,Studying,4,Assignment Completed,TRUE,3.7
SESSION02014,Undergraduate,Engineering,2025/05/09,13,5,Homework Help,4,Idea Drafted,FALSE,4.5
SESSION02015,High School,Psychology,2025/01/19,3,1,Writing,4,Idea Drafted,FALSE,4.6
SESSION02016,Undergraduate,Biology,2024/09/26,11,3,Brainstorming,3,Assignment Completed,TRUE,3
SESSION02017,Undergraduate,Engineering,2025/05/30,7,1,Coding,1,Confused,FALSE,1.3
SESSION02018,Undergraduate,Computer Science,2024/08/07,10,2,Writing,3,Idea Drafted,TRUE,5
SESSION02019,Graduate,Engineering,2025/05/19,13,3,Coding,3,Confused,TRUE,3
SESSION02020,High School,Biology,2025/01/10,18,4,Homework Help,4,Assignment Completed,TRUE,3
SESSION02021,Undergraduate,Computer Science,2024/08/31,63,14,Coding,3,Gave Up,FALSE,2.7
SESSION02022,Undergraduate,Engineering,2025/01/21,47,18,Research,3,Confused,TRUE,2.4
SESSION02023,Undergraduate,Math,2025/03/15,4,1,Studying,4,Gave Up,FALSE,4.8
SESSION02024,Graduate,Math,2024/10/25,17,7,Coding,4,Assignment Completed,TRUE,4.9
SESSION02025,Undergraduate,History,2024/11/29,21,4,Coding,4,Confused,FALSE,3.8
SESSION02026,High School,Psychology,2024/07/05,26,10,Writing,4,Confused,TRUE,4.1
SESSION02027,Graduate,Business,2024/11/02,17,3,Writing,3,Idea Drafted,FALSE,3.9
SESSION02028,Graduate,Biology,2024/09/20,7,1,Homework Help,4,Gave Up,TRUE,4.4
SESSION02029,Undergraduate,Computer Science,2025/02/01,8,1,Writing,3,Idea Drafted,FALSE,2.3
SESSION02030,Undergraduate,History,2025/04/11,15,4,Homework Help,4,Gave Up,TRUE,3.1
SESSION02031,Undergraduate,Math,2024/12/15,7,1,Studying,4,Confused,TRUE,3.4
SESSION02032,Undergraduate,Psychology,2025/04/06,27,7,Writing,4,Assignment Completed,TRUE,4.6
SESSION02033,Undergraduate,History,2024/07/02,40,11,Coding,5,Idea Drafted,FALSE,4.9
SESSION02034,Undergraduate,Computer Science,2025/01/01,11,3,Writing,3,Confused,TRUE,2.7
SESSION02035,Graduate,Computer Science,2025/04/25,12,4,Studying,2,Confused,FALSE,2.9
SESSION02036,Graduate,Psychology,2025/03/23,4,1,Coding,3,Confused,FALSE,2.8
SESSION02037,High School,Computer Science,2025/02/07,9,2,Homework Help,1,Assignment Completed,TRUE,1
SESSION02038,Undergraduate,Business,2025/01/21,23,5,Coding,5,Idea Drafted,TRUE,5
SESSION02039,Graduate,Psychology,2025/03/30,17,5,Coding,3,Idea Drafted,FALSE,3
SESSION02040,Graduate,Biology,2025/02/26,27,7,Homework Help,4,Assignment Completed,FALSE,2.5
SESSION02041,High School,Business,2024/12/07,16,4,Studying,3,Confused,FALSE,4
SESSION02042,Undergraduate,Engineering,2024/11/27,47,11,Studying,1,Confused,FALSE,1
SESSION02043,High School,History,2025/03/15,7,1,Homework Help,3,Idea Drafted,FALSE,2.7
SESSION02044,Graduate,Business,2025/06/19,11,3,Homework Help,4,Idea Drafted,TRUE,4
SESSION02045,Undergraduate,Business,2024/08/09,38,10,Writing,4,Idea Drafted,TRUE,4.3
SESSION02046,Undergraduate,Math,2024/12/17,18,4,Homework Help,5,Assignment Completed,TRUE,3.9
SESSION02047,High School,Business,2024/12/26,21,7,Homework Help,2,Gave Up,TRUE,1.7
SESSION02048,High School,Biology,2025/03/22,31,7,Coding,4,Assignment Completed,TRUE,3.2
SESSION02049,Undergraduate,Psychology,2024/07/17,11,2,Writing,3,Idea Drafted,FALSE,4.5
SESSION02050,Graduate,History,2024/11/27,18,6,Writing,2,Idea Drafted,FALSE,2
SESSION02051,High School,Computer Science,2025/05/24,13,2,Coding,5,Assignment Completed,TRUE,5
SESSION02052,Undergraduate,Business,2025/06/23,29,6,Homework Help,4,Confused,TRUE,3.7
SESSION02053,Undergraduate,Computer Science,2025/01/02,3,1,Coding,3,Confused,FALSE,3.8
SESSION02054,Graduate,Computer Science,2024/09/23,14,5,Homework Help,3,Assignment Completed,TRUE,3.1
SESSION02055,Undergraduate,Computer Science,2025/06/08,10,2,Writing,3,Assignment Completed,TRUE,2.8
SESSION02056,High School,Engineering,2024/11/28,22,5,Writing,4,Assignment Completed,TRUE,4.2
SESSION02057,Undergraduate,Biology,2025/01/11,9,2,Studying,3,Gave Up,TRUE,3.3
SESSION02058,Graduate,History,2025/04/22,15,3,Writing,1,Assignment Completed,TRUE,1
SESSION02059,Undergraduate,Computer Science,2025/05/03,13,3,Writing,4,Idea Drafted,TRUE,4.3
SESSION02060,Undergraduate,Engineering,2024/08/19,10,2,Writing,4,Assignment Completed,TRUE,3.2
SESSION02061,Undergraduate,Math,2025/05/24,16,3,Writing,3,Assignment Completed,TRUE,1.9
SESSION02062,Undergraduate,Psychology,2025/04/27,31,6,Writing,5,Gave Up,FALSE,5
SESSION02063,Undergraduate,Biology,2024/06/30,7,1,Coding,5,Idea Drafted,TRUE,4
SESSION02064,Graduate,Computer Science,2024/11/12,10,2,Studying,3,Gave Up,FALSE,3.7
SESSION02065,High School,Business,2025/04/16,14,4,Studying,4,Assignment Completed,TRUE,4.1
SESSION02066,Undergraduate,Math,2024/06/24,10,2,Research,4,Idea Drafted,TRUE,4.6
SESSION02067,Undergraduate,Computer Science,2024/11/17,12,3,Research,3,Idea Drafted,TRUE,2.5
SESSION02068,Graduate,Math,2025/01/19,12,3,Coding,4,Assignment Completed,TRUE,4.6
SESSION02069,Graduate,Math,2024/08/18,3,1,Writing,2,Idea Drafted,TRUE,1
SESSION02070,Undergraduate,Biology,2024/07/26,1,1,Coding,2,Idea Drafted,FALSE,1.6
SESSION02071,Graduate,Business,2025/03/06,30,7,Homework Help,5,Confused,FALSE,4.6
SESSION02072,High School,Computer Science,2025/05/16,19,8,Writing,4,Idea Drafted,TRUE,4.7
SESSION02073,Graduate,Psychology,2024/08/29,24,7,Writing,2,Idea Drafted,TRUE,2.1
SESSION02074,Undergraduate,Business,2024/09/02,6,2,Coding,1,Assignment Completed,TRUE,1.5
SESSION02075,Undergraduate,Engineering,2024/09/18,6,2,Coding,3,Idea Drafted,FALSE,3.1
SESSION02076,Undergraduate,History,2025/02/23,5,1,Coding,3,Assignment Completed,TRUE,2.2
SESSION02077,High School,Psychology,2024/11/06,24,10,Coding,3,Assignment Completed,TRUE,2.9
SESSION02078,High School,Engineering,2024/10/29,14,3,Research,3,Confused,FALSE,2.1
SESSION02079,Undergraduate,Psychology,2025/03/12,55,14,Writing,4,Assignment Completed,TRUE,4.3
SESSION02080,Undergraduate,Business,2024/08/24,13,5,Homework Help,2,Idea Drafted,TRUE,2.6
SESSION02081,Undergraduate,History,2024/07/27,24,9,Studying,3,Assignment Completed,TRUE,2.2
SESSION02082,High School,Engineering,2024/11/23,37,7,Coding,4,Assignment Completed,TRUE,4.3
SESSION02083,Undergraduate,Computer Science,2025/03/14,39,13,Writing,4,Idea Drafted,TRUE,5
SESSION02084,Undergraduate,Business,2025/05/29,1,1,Writing,4,Assignment Completed,TRUE,3.9
SESSION02085,High School,Psychology,2025/03/07,17,5,Coding,1,Idea Drafted,TRUE,1
SESSION02086,High School,Business,2024/11/13,12,5,Homework Help,4,Confused,FALSE,4.4
SESSION02087,Graduate,History,2024/06/29,30,10,Homework Help,3,Idea Drafted,TRUE,3.4
SESSION02088,Undergraduate,Math,2025/04/21,18,5,Coding,3,Assignment Completed,TRUE,2.1
SESSION02089,Undergraduate,Biology,2024/11/01,6,1,Writing,3,Idea Drafted,TRUE,3.3
SESSION02090,Undergraduate,Computer Science,2025/01/19,48,16,Writing,5,Idea Drafted,TRUE,5
SESSION02091,Undergraduate,History,2024/12/14,11,3,Homework Help,3,Assignment Completed,TRUE,2.2
SESSION02092,Undergraduate,Business,2025/06/22,16,4,Brainstorming,4,Assignment Completed,TRUE,3.5
SESSION02093,Undergraduate,History,2024/08/03,16,3,Homework Help,4,Confused,FALSE,3.7
SESSION02094,High School,History,2025/03/17,20,9,Writing,3,Assignment Completed,TRUE,3.4
SESSION02095,Undergraduate,History,2024/10/04,6,1,Homework Help,3,Assignment Completed,TRUE,3.1
SESSION02096,Undergraduate,Engineering,2024/11/28,39,11,Homework Help,3,Assignment Completed,TRUE,2.2
SESSION02097,Graduate,Business,2025/01/31,15,5,Writing,3,Assignment Completed,TRUE,4.4
SESSION02098,High School,Computer Science,2024/08/21,7,2,Writing,5,Assignment Completed,TRUE,4.5
SESSION02099,Undergraduate,Computer Science,2025/04/04,3,1,Homework Help,3,Idea Drafted,TRUE,3.3
SESSION02100,Graduate,History,2024/07/22,8,3,Coding,5,Assignment Completed,TRUE,5
SESSION02101,Undergraduate,Business,2025/01/13,6,1,Writing,4,Assignment Completed,TRUE,2.2
SESSION02102,Undergraduate,Engineering,2025/03/03,29,7,Writing,3,Assignment Completed,TRUE,2.2
SESSION02103,High School,Engineering,2025/04/19,15,5,Writing,4,Assignment Completed,TRUE,3.4
SESSION02104,High School,Psychology,2025/06/22,27,6,Writing,4,Idea Drafted,TRUE,5
SESSION02105,Undergraduate,Computer Science,2024/08/30,15,4,Coding,5,Assignment Completed,TRUE,4
SESSION02106,Undergraduate,History,2024/07/22,17,4,Studying,5,Assignment Completed,TRUE,5
SESSION02107,Undergraduate,Computer Science,2025/01/31,18,4,Studying,4,Confused,FALSE,2.7
